UniqueAccession,Climate_relationship,Actual_Extreme_Event,DistalEvent_Type,DistalEvent_EventName,ProximateEvent_Type,ProximateEvent_Duration,ProximateEvent_SpatialExtent,DistalEvent_ReturnTime,Latitude (decimal degrees),Longitude (decimal degrees),Continent/Ocean,Country,ProximateEvent_MonthYearStart (MMYYYY),Type_system ,System_Name,Sampling_MonthYearStart (MMYYYY),Sampling_Duration_Before,Sampling_Duration_During,Sampling_Duration_After,Continuous Monitoring Prior,SamplingUnit_SpatialExtent,ReplicateSamples,Study_SpatialExtent,Extreme_Definition,"NOTE: AT THIS POINT YOU SHOULD CONSIDER ADDING MULTIPLE ROWS FOR A STUDY IF THE AUTHORS FOCUSED ON MORE THAN ONE BIOLOGICAL, CHEMICAL, OR PHYSICAL RESPONSE",BiologicalResponseMeasured,BiologicalResponse_OrganismalGroup,BiologicalResponse_TrophicLevel,BiologicalResponse_Direction,BiologicalResponse_EffectSize,BiologicalResponse_RawData_PublicallyAvailable,PhysicalResponseCategory,PhysicalResponseMeasured,PhysicalResponse_ParameterMeasured,PhysicalResponse_Direction,PhysicalResponse_EffectSize,PhysicalResponse_RawData_PublicallyAvailable,ChemicalResponse_Category,ChemicalResponse_Measured,ChemicalResponse_ElementMaterial_Measured,ChemicalResponse_Direction,ChemicalResponse_EffectSize,ChemicalResponse_RawData_PublicallyAvailable,Comment,second reader
41,Y,Y,Climate System,ENSO,Heatwave,months,Regional/Continent,decades,-25.75,113.733,Australia/Oceania,Australia,12011,estuary,Shark Bay,32007,years,none,years,N,1-10 sq m,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,species richness,submerged aquatic vegetation,primary producers,no response,no response,N,water,turbidity,likelihood of seeing bottom,decrease,large - sig,N,,,,,,,they saw a decrease in the most common seagrass before the extreme event (Amphibolis antarctica) and an increase in early successional tropical segrasses (Halodule uninervis). ,"Got it! Not sure how we deal with that in the data, but I think the way you did this makes sense."
41,Y,Y,Climate System,ENSO,Heatwave,months,Regional/Continent,decades,-25.75,113.733,Australia/Oceania,Australia,12011,estuary,Shark Bay,32007,years,none,years,N,1-10 sq m,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,diversity,submerged aquatic vegetation,primary producers,increase,small - non-sig,N,water,temperature,,increase,extreme - sig,N,,,,,,,they saw a decrease in the most common seagrass before the extreme event (Amphibolis antarctica) and an increase in early successional tropical segrasses (Halodule uninervis). ,
41,Y,Y,Climate System,ENSO,Heatwave,months,Regional/Continent,decades,-25.75,113.733,Australia/Oceania,Australia,12011,estuary,Shark Bay,32007,years,none,years,N,1-10 sq m,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,percent cover,submerged aquatic vegetation,primary producers,decrease,large - sig,N,water,salinity,,increase,large - sig,N,,,,,,,they saw a decrease in the most common seagrass before the extreme event (Amphibolis antarctica) and an increase in early successional tropical segrasses (Halodule uninervis). ,
41,Y,Y,Climate System,ENSO,Heatwave,months,Regional/Continent,decades,-25.75,113.733,Australia/Oceania,Australia,12011,estuary,Shark Bay,32007,years,none,years,N,1-10 sq m,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,percent occurrence,submerged aquatic vegetation,primary producers,decrease,large - sig,N,,,,,,,,,,,,,they saw a decrease in the most common seagrass before the extreme event (Amphibolis antarctica) and an increase in early successional tropical segrasses (Halodule uninervis). ,
41,Y,Y,Climate System,ENSO,Heatwave,months,Regional/Continent,decades,-25.75,113.733,Australia/Oceania,Australia,12011,estuary,Shark Bay,32007,years,none,years,N,1-10 sq m,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,percent occurrence,submerged aquatic vegetation,primary producers,increase,large - sig,N,,,,,,,,,,,,,they saw a decrease in the most common seagrass before the extreme event (Amphibolis antarctica) and an increase in early successional tropical segrasses (Halodule uninervis). ,
41,Y,Y,Climate System,ENSO,Heatwave,months,Regional/Continent,decades,-25.75,113.733,Australia/Oceania,Australia,12011,estuary,Shark Bay,32007,years,none,years,N,1-10 sq m,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,percent occurrence,submerged aquatic vegetation,primary producers,increase,large - sig,N,,,,,,,,,,,,,they saw a decrease in the most common seagrass before the extreme event (Amphibolis antarctica) and an increase in early successional tropical segrasses (Halodule uninervis). ,
13,Y,Y,Drought,,Drought,months,Regional/Continent,undefined,40.146085,-8.859012,Europe,Portugal,112004,estuary,Mondego River,12003,months,months,none,Y,1-10 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,density,zooplankton,multiple trophic levels,increase,unspecified/unclear,N,water,temperature,,multidirectional,small - sig not tested,N,,,,,,,,
13,Y,Y,Drought,,Drought,months,Regional/Continent,undefined,40.146085,-8.859012,Europe,Portugal,112004,estuary,Mondego River,12003,months,months,none,Y,1-10 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,species richness,zooplankton,multiple trophic levels,increase,unspecified/unclear,N,water,salinity,,increase,large - sig not tested,N,,,,,,,,
22,Y,Y,Drought,,Drought,years,Regional/Continent,decades,30.81666667,-84.61666667,N. America,USA,11998,stream/river,Dry Creek Catchment,122001,none,months,years,N,1-10 sq m,Y,1-10 sq m,Yes with a statistical context-specific definition,,taxonomic richness,invertebrates,multiple trophic levels,decrease,large - sig,N,,,,,,,,,,,,,The responses were interpreted from a recovery time series after a major drought (the first measurement was during the drought and the subsequent ones were after); not sure this interpretation is appropriate,
22,Y,Y,Drought,,Drought,years,Regional/Continent,decades,30.81666667,-84.61666667,N. America,USA,11998,stream/river,Dry Creek Catchment,122001,none,months,years,N,1-10 sq m,Y,1-10 sq m,Yes with a statistical context-specific definition,,abundance,invertebrates,multiple trophic levels,decrease,large - sig,N,,,,,,,,,,,,,The responses were interpreted from a recovery time series after a major drought (the first measurement was during the drought and the subsequent ones were after); not sure this interpretation is appropriate,
22,Y,Y,Drought,,Drought,years,Regional/Continent,decades,30.81666667,-84.61666667,N. America,USA,11998,stream/river,Dry Creek Catchment,122001,none,months,years,N,1-10 sq m,Y,1-10 sq m,Yes with a statistical context-specific definition,,taxonomic community structure,invertebrates,multiple trophic levels,less similar,unspecified/unclear,N,,,,,,,,,,,,,The responses were interpreted from a recovery time series after a major drought (the first measurement was during the drought and the subsequent ones were after); not sure this interpretation is appropriate,
22,Y,Y,Drought,,Drought,years,Regional/Continent,decades,30.81666667,-84.61666667,N. America,USA,11998,stream/river,Dry Creek Catchment,122001,none,months,years,N,1-10 sq m,Y,1-10 sq m,Yes with a statistical context-specific definition,,phenotypic diversity,invertebrates,multiple trophic levels,no response,no response,N,,,,,,,,,,,,,The responses were interpreted from a recovery time series after a major drought (the first measurement was during the drought and the subsequent ones were after); not sure this interpretation is appropriate,
59,Y,,Weather System,,Drought,weeks,,undefined,32.62972222,34.91944444,Europe,Israel,,marine intertidal,Dor-HaBonim Beach,92012,months,weeks,months,Y,1-10 sq m,Y,100-1000 sq m,Yes with a non-statistical general definition,,percent cover,algae-macro,primary producers,decrease,extreme - sig,N,,,,,,,,,,,,,"The extreme event is really prolongued dessication, driven by strong, dry wind and warm temperatures. Not sure that I put distal and proximate event types in right","Should we call it desiccation rather than drought, or is that a jargon difference between freshwater & marine lit?"
59,Y,,Weather System,,Drought,weeks,,undefined,32.62972222,34.91944444,Europe,Israel,,marine intertidal,Dor-HaBonim Beach,92012,months,weeks,months,Y,1-10 sq m,Y,100-1000 sq m,Yes with a non-statistical general definition,,density,invertebrates,primary consumers,decrease,extreme - sig,N,,,,,,,,,,,,,"The extreme event is really prolongued dessication, driven by strong, dry wind and warm temperatures. Not sure that I put distal and proximate event types in right",
39,N,Y,Climate System,ENSO,Drought,months,Regional/Continent,years,5.967008,-56.849906,S. America,Suriname,81997,lagoon,Bigi Pan Area,61960,years,months,none,Y,>1000 sq m,Y,>1000 sq m,Yes with a statistical general definition,,catches or landings,fish,multiple trophic levels,decrease,large - sig not tested,N,,,,,,,,,,,,,"The authors studied separate fish populations in three different systems: lagoons, freshwater swamps, and a freshwater stream; I include separate lines for these different systems",
39,N,Y,Climate System,ENSO,Drought,months,Regional/Continent,years,4.9,-56.11666667,S. America,Suriname,81997,wetland,Maykaboeka Creek,61990,years,months,months,Y,undefined,Y,undefined,Yes with a statistical general definition,,reproduction - nest quantity,fish,multiple trophic levels,decrease,unspecified/unclear,N,,,,,,,,,,,,,"The authors studied separate fish populations in three different systems: lagoons, freshwater swamps, and a freshwater stream; I include separate lines for these different systems",
39,N,Y,Climate System,ENSO,Drought,months,Regional/Continent,years,4.9,-56.11666667,S. America,Suriname,81997,stream/river,Maykaboeka Creek,1998,none,months,months,N,>1000 sq m,Y,>1000 sq m,Yes with a statistical general definition,,reproduction - nest quantity,fish,multiple trophic levels,unspecified/unclear,unspecified/unclear,N,,,,,,,,,,,,,"The authors studied separate fish populations in three different systems: lagoons, freshwater swamps, and a freshwater stream; I include separate lines for these different systems",
57,N,Y,Earthquake,,Volcanic submarine activity/hydrothermal gas release,months,>1000 sq m,undefined,38.637687,15.109844,Europe,Italy,112002,coastal ocean,Southern Tyrrhenian Sea,92006,none,single sample,none,N,<1 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,carbon assimilation,coastal veg - grasses,primary producers,non-directional change,large - sig,N,,,,,,,,,,,,,,
57,N,Y,Earthquake,,Volcanic submarine activity/hydrothermal gas release,months,>1000 sq m,undefined,38.637687,15.109844,Europe,Italy,112002,coastal ocean,Southern Tyrrhenian Sea,92006,none,single sample,none,N,<1 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,growth,coastal veg - grasses,primary producers,decrease,large - sig,N,,,,,,,,,,,,,,
28,Y,N,Drought,,Drought,months,Regional/Continent,undefined,-23.504818,150.726157,Australia/Oceania,Australia,2004,wetland,Broad Sound,122003,months,months,months,Y,>1000 sq m,N,>1000 sq m,No - extreme event not mentioned but inferred,,abundance,birds,secondary consumers,decrease,small - sig not tested,N,,,,,,,,,,,,,Never explicitly stated if an extreme event was captured; captured below and above average rainfall and extrapolated to 'extreme' events likely to increase due to climate change.,
28,Y,N,Precipitation,,Flood,months,Regional/Continent,undefined,-23.504818,150.726157,Australia/Oceania,Australia,2008,wetland,Broad Sound,122003,months,months,months,Y,>1000 sq m,N,>1000 sq m,No - extreme event not mentioned but inferred,,abundance,birds,secondary consumers,increase,small - sig not tested,N,,,,,,,,,,,,,Never explicitly stated if an extreme event was captured; captured below and above average rainfall and extrapolated to 'extreme' events likely to increase due to climate change.,
28,Y,N,Precipitation,,Flood,months,Regional/Continent,undefined,-23.504818,150.726157,Australia/Oceania,Australia,12013,wetland,Fitzroy River Delta,122003,months,months,months,Y,>1000 sq m,N,>1000 sq m,No - extreme event not mentioned but inferred,,abundance,birds,secondary consumers,decrease,small - sig not tested,N,,,,,,,,,,,,,Never explicitly stated if an extreme event was captured; captured below and above average rainfall and extrapolated to 'extreme' events likely to increase due to climate change.,
37,Y,Y,Cyclone/Typhoon,Cyclone Dando,Flood,days,Regional/Continent,decades,"-24.996144,",31.770589,Africa,South Africa,12012,stream/river,Sabie River,12004,years,none,months,Y,>1000 sq m,N,>1000 sq m,Yes with a non-statistical context-specific definition,,abundance,vegetation,primary producers,multidirectional,unspecified/unclear,Y,water,river flow,discharge,increase,extreme - sig,Y,,,,,,,Using overall response along entire river reach; both vegetation and sediment erosion/deposition were multi-directional at individual river reaches but overall were multidirectional (vegetation) or erosional (sediment),
37,Y,Y,Cyclone/Typhoon,Cyclone Dando,Flood,days,Regional/Continent,decades,"-24.996144,",31.770589,Africa,South Africa,12012,stream/river,Sabie River,12004,years,none,months,Y,>1000 sq m,N,>1000 sq m,Yes with a non-statistical context-specific definition,,,,,,,,sediment,sediment transport,channel profiles,decrease,large - non-sig,Y,,,,,,,Using overall response along entire river reach; both vegetation and sediment erosion/deposition were multi-directional at individual river reaches but overall were multidirectional (vegetation) or erosional (sediment),
46,N,N,Precipitation,,Flood,days,>1000 sq m,weeks,10.430581,-84.006864,N. America,Costa Rica,41993,stream/river,Sablo River,41993,days,days,days,Y,<1 sq m,Y,1-10 sq m,No - extreme event not mentioned but inferred,,biomass,algae-micro,primary producers,increase,large - sig not tested,N,water,water level,channel depth,increase,large - sig not tested,N,Solute or particle/sediment,concentration (mass/volume - 1 sample),TSS/sediment,decrease,small - non-sig,N,"Study did not explicitly state an extreme event occured, but rather several storm events. I have included results from the 'most severe' storm event here.",
46,N,N,Precipitation,,Flood,days,>1000 sq m,weeks,10.430581,-84.006864,N. America,Costa Rica,41993,stream/river,Sablo River,41993,days,days,days,Y,<1 sq m,Y,1-10 sq m,No - extreme event not mentioned but inferred,,diversity,algae-micro,primary producers,increase,large - sig not tested,N,water,river flow,discharge,increase,large - sig not tested,,,,,,,,"Study did not explicitly state an extreme event occured, but rather several storm events. I have included results from the 'most severe' storm event here.",
46,N,N,Precipitation,,Flood,days,>1000 sq m,weeks,10.430581,-84.006864,N. America,Costa Rica,41993,stream/river,Sablo River,41993,days,days,days,Y,<1 sq m,Y,1-10 sq m,No - extreme event not mentioned but inferred,,species richness,algae-micro,primary producers,increase,small - sig not tested,N,,,,,,,,,,,,,"Study did not explicitly state an extreme event occured, but rather several storm events. I have included results from the 'most severe' storm event here.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,N,N,Drought,,Drought,years,>1000 sq m,decades,51.132222,-3.211944,Europe,United Kingdom,51976,catchment/watershed,Bicknoller Combe,81976,none,none,months,N,<1 sq m,Y,100-1000 sq m,Yes with a non-statistical context-specific definition,,,,,,,,water,streamflow,discharge,decrease,unspecified/unclear,Y,Salinity/Conductivity,concentration (mass/volume - 1 sample),specific conductance,increase,unspecified/unclear,Y,Data presented here is subset of post-drought data from a longer historical time series that includes pre- and during drought sampling; I answered time period questions just for the data presented; wasn't sure how to display direction of response variables since these were for after the event- not sure if we should exclude this paper,
8,N,N,Drought,,Drought,years,>1000 sq m,decades,51.132222,-3.211944,Europe,United Kingdom,51976,catchment/watershed,Bicknoller Combe,81976,none,none,months,N,<1 sq m,Y,100-1000 sq m,Yes with a non-statistical context-specific definition,,,,,,,,,,,,,,pH,concentration (mass/volume - 1 sample),pH,increase,unspecified/unclear,Y,Data presented here is subset of post-drought data from a longer historical time series that includes pre- and during drought sampling; I answered time period questions just for the data presented; wasn't sure how to display direction of response variables since these were for after the event- not sure if we should exclude this paper,
8,N,N,Drought,,Drought,years,>1000 sq m,decades,51.132222,-3.211944,Europe,United Kingdom,51976,catchment/watershed,Bicknoller Combe,81976,none,none,months,N,<1 sq m,Y,100-1000 sq m,Yes with a non-statistical context-specific definition,,,,,,,,,,,,,,Solute or particle/sediment,concentration (mass/volume - 1 sample),Na,increase,unspecified/unclear,Y,Data presented here is subset of post-drought data from a longer historical time series that includes pre- and during drought sampling; I answered time period questions just for the data presented; wasn't sure how to display direction of response variables since these were for after the event- not sure if we should exclude this paper,
8,N,N,Drought,,Drought,years,>1000 sq m,decades,51.132222,-3.211944,Europe,United Kingdom,51976,catchment/watershed,Bicknoller Combe,81976,none,none,months,N,<1 sq m,Y,100-1000 sq m,Yes with a non-statistical context-specific definition,,,,,,,,,,,,,,Solute or particle/sediment,concentration (mass/volume - 1 sample),K,decrease,unspecified/unclear,Y,Data presented here is subset of post-drought data from a longer historical time series that includes pre- and during drought sampling; I answered time period questions just for the data presented; wasn't sure how to display direction of response variables since these were for after the event- not sure if we should exclude this paper,
8,N,N,Drought,,Drought,years,>1000 sq m,decades,51.132222,-3.211944,Europe,United Kingdom,51976,catchment/watershed,Bicknoller Combe,81976,none,none,months,N,<1 sq m,Y,100-1000 sq m,Yes with a non-statistical context-specific definition,,,,,,,,,,,,,,Solute or particle/sediment,concentration (mass/volume - 1 sample),Mg,increase,unspecified/unclear,Y,Data presented here is subset of post-drought data from a longer historical time series that includes pre- and during drought sampling; I answered time period questions just for the data presented; wasn't sure how to display direction of response variables since these were for after the event- not sure if we should exclude this paper,
8,N,N,Drought,,Drought,years,>1000 sq m,decades,51.132222,-3.211944,Europe,United Kingdom,51976,catchment/watershed,Bicknoller Combe,81976,none,none,months,N,,Y,100-1000 sq m,Yes with a non-statistical context-specific definition,,,,,,,,,,,,,,Solute or particle/sediment,concentration (mass/volume - 1 sample),Ca,increase,unspecified/unclear,Y,Data presented here is subset of post-drought data from a longer historical time series that includes pre- and during drought sampling; I answered time period questions just for the data presented; wasn't sure how to display direction of response variables since these were for after the event- not sure if we should exclude this paper,
8,N,N,Drought,,Drought,years,>1000 sq m,decades,51.132222,-3.211944,Europe,United Kingdom,51976,catchment/watershed,Bicknoller Combe,81976,none,none,months,N,<1 sq m,Y,100-1000 sq m,Yes with a non-statistical context-specific definition,,,,,,,,,,,,,,Solute or particle/sediment,concentration (mass/volume - 1 sample),TSS/sediment,increase,unspecified/unclear,N,Data presented here is subset of post-drought data from a longer historical time series that includes pre- and during drought sampling; I answered time period questions just for the data presented; wasn't sure how to display direction of response variables since these were for after the event- not sure if we should exclude this paper,
17,N,Y,Drought,,Drought,years,>1000 sq m,years,27.8383,-97.0503,N. America,USA,22011,estuary,"Port Aransas, Texas",112009,years,years,years,Y,<1 sq m,Y,>1000 sq m,Yes with a statistical general definition,,abundance,crustaceans,secondary consumers,increase,large - sig,Y,,,,,,,Salinity/Conductivity,ppt,Salinity,increase,large - sig,Y,,
17,N,Y,Drought,,Drought,years,>1000 sq m,years,27.8383,-97.0503,N. America,USA,22011,estuary,"Port Aransas, Texas",112009,years,years,years,Y,<1 sq m,Y,>1000 sq m,Yes with a statistical general definition,,abundance,fish,secondary consumers,decrease,large - sig,Y,,,,,,,,,,,,,,
17,N,Y,Drought,,Drought,years,>1000 sq m,years,27.8383,-97.0503,N. America,USA,22011,estuary,"Port Aransas, Texas",112009,years,years,years,Y,<1 sq m,Y,>1000 sq m,Yes with a statistical general definition,,metabolism,fish,egg essential fatty acids,increase,large - sig,Y,,,,,,,,,,,,,,
26,N,Y,Precipitation,,Flood,months,>1000 sq m,months,42.594042,-96.709481,N. America,USA,22011,floodplain,"Missouri River, Nebraska",62011,none,months,none,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,abundance,fish,multiple trophic levels,unspecified/unclear,unspecified/unclear,Y,,,,,,,,,,,,,"Didn't measure responses before and after event because they were measuring fish abundance in floodplain environments; not sure if we can count the presence ot fish in areas where they weren't before as an increase in abundance? They don't show this change explicitly, but it is inferred",
26,N,Y,Precipitation,,Flood,months,>1000 sq m,months,42.594042,-96.709481,N. America,USA,22011,floodplain,"Missouri River, Nebraska",62011,none,months,none,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,taxonomic community structure,fish,multiple trophic levels,unspecified/unclear,unspecified/unclear,Y,,,,,,,,,,,,,,
47,Y,Y,Precipitation,,Flood,months,>1000 sq m,undefined,34.610126,-90.585788,N. America,USA,52008,floodplain,White River National Wildlife Refuge; Saint Francis National Forest,82004,years,months,years,Y,undefined,Y,>1000 sq m,No - extreme event mentioned but not defined,,body condition,birds,secondary consumers,no response,no response,N,,,,,,,,,,,,,,
47,Y,Y,Precipitation,,Flood,months,>1000 sq m,undefined,34.610126,-90.585788,N. America,USA,52008,floodplain,White River National Wildlife Refuge; Saint Francis National Forest,82004,years,months,years,Y,undefined,Y,>1000 sq m,No - extreme event mentioned but not defined,,male survival,birds,secondary consumers,decrease,large - sig,N,,,,,,,,,,,,,,
56,Y,Y,Precipitation,,Erosion,days,<1 sq m,undefined,see comments,see comments,N. America,USA,42014,stream/river,Vishnu Springs; Thompson Creek,42015,none,months,none,N,<1 sq m,Y,1-10 sq m,Yes with a statistical context-specific definition,,,,,,,,sediment,sediment,erosion,increase,large - sig not tested,N,,,,,,,"This study examines the stabiliyt of moss populations at two sties: 1) Vishnu Spring in Illinois (40.43332778, -90.89611111) and Thompson Creek in Virginia (38.67701667, - 77.20777778). No specific extreme event is considered, but the effect of several extreme precipitation events are considered on moss population stability. Moreover, only erosion was correlated to the occurrence of extreme precipitation; thus I only extracted data on erosion, not for moss",
2,Y,Y,Precipitation,,Flood,months,Regional/Continent,decades,29.43833158,-91.416665,N. America,USA,52011,catchment/watershed,Mississippi River basin,42011,months,months,months,N,undefined,Y,undefined,No - extreme event mentioned but not defined,,,,,,,,,,,,,,Solute or particle/sediment,loading or flux (mass/time or mass/surface area/time),C-DOC,increase,large - non-sig,Y,"This study was somewhat confusing, as they measured many responses and wrote many descriptions but did not indicate statistical increase/decreases. I may have missed some responses, as they were not often well-described in the methods. I also said there was a decrease in CO2 flux because it went from an influx (i.e, C sink) to efflux (i.e., C source)",
2,Y,Y,Precipitation,,Flood,months,Regional/Continent,decades,29.43833158,-91.416665,N. America,USA,52011,catchment/watershed,Mississippi River basin,42011,months,months,months,N,undefined,Y,undefined,No - extreme event mentioned but not defined,,,,,,,,,,,,,,Gas,loading or flux (mass/time or mass/surface area/time),C-CO2,decrease,large - non-sig,Y,,
2,Y,Y,Precipitation,,Flood,months,Regional/Continent,decades,29.43833158,-91.416665,N. America,USA,52011,catchment/watershed,Mississippi River basin,42011,months,months,months,N,undefined,Y,undefined,No - extreme event mentioned but not defined,,metabolism,ecosystem,primary producers,increase,large - sig not tested,Y,,,,,,,,,,,,,,
2,Y,Y,Precipitation,,Flood,months,Regional/Continent,decades,29.43833158,-91.416665,N. America,USA,52011,catchment/watershed,Mississippi River basin,42011,months,months,months,N,undefined,Y,undefined,No - extreme event mentioned but not defined,,community composition,bacteria,NA,multidirectional,small - non-sig,Y,,,,,,,,,,,,,,
2,Y,Y,Precipitation,,Flood,months,Regional/Continent,decades,29.43833158,-91.416665,N. America,USA,52011,catchment/watershed,Mississippi River basin,42011,months,months,months,N,undefined,Y,undefined,No - extreme event mentioned but not defined,,,,,,,,,,,,,,Solute or particle/sediment,loading or flux (mass/time or mass/surface area/time),C-DIC,increase,large - non-sig,Y,,
2,Y,Y,Precipitation,,Flood,months,Regional/Continent,decades,29.43833158,-91.416665,N. America,USA,52011,catchment/watershed,Mississippi River basin,42011,months,months,months,N,undefined,Y,undefined,No - extreme event mentioned but not defined,,,,,,,,,,,,,,Gas,concentration (mass/volume - 1 sample),C-CO2,decrease,large - non-sig,Y,,
11,Y,Y,Precipitation,Monsoon,Flood,months,10-100 sq m,centuries,78.015,30.37,Asia,India,72010,catchment/watershed,Tons River basin,72008,years,years,years,Y,10-100 sq m,Y,10-100 sq m,Yes with a statistical context-specific definition,,,,,,,,water,streamflow,discharge,increase,large - sig,N,,,,,,,"This study measured both mechanical and chemical sediment transport in relation to low/high rainfall years, so it is listed as both a physical and chemical response. They define the one monsoon year as a one in a century event. ",
11,Y,Y,Precipitation,Monsoon,Flood,months,10-100 sq m,centuries,78.015,30.37,Asia,India,72010,catchment/watershed,Tons River basin,72008,years,years,years,Y,10-100 sq m,Y,10-100 sq m,Yes with a statistical context-specific definition,,,,,,,,sediment,sediment transport,discharge,increase,large - sig not tested,N,,,,,,,,
11,Y,Y,Precipitation,Monsoon,Flood,months,10-100 sq m,centuries,78.015,30.37,Asia,India,72010,catchment/watershed,Tons River basin,72008,years,years,years,Y,10-100 sq m,Y,10-100 sq m,Yes with a statistical context-specific definition,,,,,,,,,,,,,,Solute or particle/sediment,concentration (mass/volume - 1 sample),TSS/sediment,increase,small - non-sig,N,,
11,Y,Y,Precipitation,Monsoon,Flood,months,10-100 sq m,centuries,78.015,30.37,Asia,India,72010,catchment/watershed,Tons River basin,72008,years,years,years,Y,10-100 sq m,Y,10-100 sq m,Yes with a statistical context-specific definition,,,,,,,,sediment,denudation rate,erosion,increase,large - sig not tested,N,,,,,,,,
20,Y,Y,Drought,,Drought,years,Regional/Continent,undefined,40.13333,-8.8333,Europe,Portugal,2005,estuary,Mondego Estuary,22005,none,months,years,N,<1 sq m,Y,1-10 sq m,Yes with a non-statistical context-specific definition,,community composition,mesoplankton,multiple trophic levels,non-directional change,small - sig,N,,,,,,,,,,,,,"This study assessed mesoplankton abundance/density in a PCA, hence the multidirectional and small-sig distinctions",
20,Y,Y,Drought,,Drought,years,Regional/Continent,undefined,40.13333,-8.8333,Europe,Portugal,2005,estuary,Mondego Estuary,22005,none,months,years,N,<1 sq m,Y,1-10 sq m,Yes with a non-statistical context-specific definition,,density,mesoplankton,multiple trophic levels,unspecified/unclear,unspecified/unclear,N,,,,,,,,,,,,,,
20,Y,Y,Drought,,Drought,years,Regional/Continent,undefined,40.13333,-8.8333,Europe,Portugal,2005,estuary,Mondego Estuary,22005,none,months,years,N,<1 sq m,Y,1-10 sq m,Yes with a non-statistical context-specific definition,,abundance,mesoplankton,multiple trophic levels,non-directional change,small - sig,N,,,,,,,,,,,,,,
29,N,Y,Volcano,Lusi Mud Volcano,Flood,years,Regional/Continent,undefined,7.0777,113.2871,Pacific,Indonesia,52006,catchment/watershed,Brantas River,1991,years,years,months,Y,<1 sq m,N,Regional/Continental,No - extreme event mentioned but not defined,,,,,,,,,,,,,,Solute or particle/sediment,concentration (mass/volume - 1 sample),TSS/sediment,increase,large - non-sig,,,
29,N,Y,Volcano,Lusi Mud Volcano,Flood,years,Regional/Continent,undefined,7.0777,113.2871,Pacific,Indonesia,52006,catchment/watershed,Brantas River,1991,years,years,months,Y,<1 sq m,N,Regional/Continental,No - extreme event mentioned but not defined,,,,,,,,,,,,,,Solute or particle/sediment,concentration (mass/volume - 1 sample),C-POC,increase,large - non-sig,,,
29,N,Y,Volcano,Lusi Mud Volcano,Flood,years,Regional/Continent,undefined,7.0777,113.2871,Pacific,Indonesia,52006,catchment/watershed,Brantas River,1991,years,years,months,Y,<1 sq m,N,Regional/Continental,No - extreme event mentioned but not defined,,,,,,,,,,,,,,Gas,concentration (mass/volume - 1 sample),DO,decrease,large - non-sig,,,
29,N,Y,Volcano,Lusi Mud Volcano,Flood,years,Regional/Continent,undefined,7.0777,113.2871,Pacific,Indonesia,52006,catchment/watershed,Brantas River,1991,years,years,months,Y,<1 sq m,N,Regional/Continental,No - extreme event mentioned but not defined,,,,,,,,,,,,,,Solute or particle/sediment,concentration (mass/volume - 1 sample),N-NO3 (includes NO3+NO2),decrease,large - non-sig,,,
29,N,Y,Volcano,Lusi Mud Volcano,Flood,years,Regional/Continent,undefined,7.0777,113.2871,Pacific,Indonesia,52006,catchment/watershed,Brantas River,1991,years,years,months,Y,<1 sq m,N,Regional/Continental,No - extreme event mentioned but not defined,,,,,,,,,,,,,,Solute or particle/sediment,concentration (mass/volume - 1 sample),N-NO2,no response,no response,,,
29,N,Y,Volcano,Lusi Mud Volcano,Flood,years,Regional/Continent,undefined,7.0777,113.2871,Pacific,Indonesia,52006,catchment/watershed,Brantas River,1991,years,years,months,Y,<1 sq m,N,Regional/Continental,No - extreme event mentioned but not defined,,,,,,,,,,,,,,Solute or particle/sediment,concentration (mass/volume - 1 sample),N-NH4,increase,large - non-sig,,,
38,Y,Y,Precipitation,,Flood,years,10-100 sq m,undefined,59.8306,9.95083,N. America,USA,82005,stream/river,Wolf Point Creek,1996,years,years,years,Y,1-10 sq m,N,10-100 sq m,No - extreme event mentioned but not defined,,,,,,,,landforms/topography,channel form,channel profiles,multidirectional,small - non-sig,N,,,,,,,,
